Order.ID,Ship.Date,Ship.Mode,Shipping.Cost
CA-2011-121006,2011-11-16 00:00:00.000,Standard Class,0.87
CA-2011-121006,2011-11-16 00:00:00.000,Standard Class,1.74
CA-2011-121006,2011-11-16 00:00:00.000,Standard Class,31.1
CA-2011-162362,2011-11-18 00:00:00.000,Standard Class,0.64
CA-2011-162362,2011-11-18 00:00:00.000,Standard Class,0.86
CA-2011-139283,2011-11-27 00:00:00.000,Standard Class,1.55
CA-2011-100762,2011-11-29 00:00:00.000,Standard Class,9.59
CA-2011-100762,2011-11-29 00:00:00.000,Standard Class,5.01
CA-2011-100762,2011-11-29 00:00:00.000,Standard Class,0.79
CA-2011-100762,2011-11-29 00:00:00.000,Standard Class,11.93
CA-2011-151379,2011-12-20 00:00:00.000,Standard Class,8.58
CA-2011-130960,2012-01-04 00:00:00.000,Standard Class,1.2
CA-2012-132374,2012-02-24 00:00:00.000,Second Class,5.95
CA-2012-112452,2012-04-04 00:00:00.000,Same Day,3.77
CA-2012-112452,2012-04-04 00:00:00.000,Same Day,2.53
CA-2012-109169,2012-04-24 00:00:00.000,Standard Class,14.99
CA-2012-120782,2012-05-01 00:00:00.000,First Class,102.76
US-2012-132836,2012-06-05 00:00:00.000,Standard Class,30.53
US-2012-132836,2012-06-05 00:00:00.000,Standard Class,1.11
CA-2012-144190,2012-06-13 00:00:00.000,Standard Class,1.3
CA-2012-130610,2012-07-10 00:00:00.000,Standard Class,2.2
CA-2012-163055,2012-08-16 00:00:00.000,Standard Class,0.12
CA-2012-163055,2012-08-16 00:00:00.000,Standard Class,1.79
CA-2012-121699,2012-08-14 00:00:00.000,Standard Class,3.8
CA-2012-169537,2012-09-07 00:00:00.000,Second Class,0.52
CA-2012-168480,2012-09-27 00:00:00.000,Standard Class,1.72
CA-2012-103072,2012-09-30 00:00:00.000,Second Class,1.91
CA-2012-103072,2012-09-30 00:00:00.000,Second Class,4.36
CA-2012-124107,2012-10-12 00:00:00.000,Second Class,22.56
CA-2012-113901,2012-10-24 00:00:00.000,Standard Class,1.9
CA-2012-122259,2012-11-04 00:00:00.000,Standard Class,3.87
CA-2012-111948,2012-11-11 00:00:00.000,Same Day,101.22
CA-2012-138009,2012-12-03 00:00:00.000,Standard Class,24.08
CA-2012-138009,2012-12-03 00:00:00.000,Standard Class,63.32
CA-2012-110016,2012-12-04 00:00:00.000,Standard Class,1.45
CA-2012-110324,2012-12-05 00:00:00.000,Standard Class,0.16
CA-2012-110324,2012-12-05 00:00:00.000,Standard Class,0.5
CA-2012-110324,2012-12-05 00:00:00.000,Standard Class,2.31
CA-2012-134943,2012-12-06 00:00:00.000,First Class,21.87
CA-2012-121650,2012-12-16 00:00:00.000,Standard Class,0.32
CA-2012-121650,2012-12-16 00:00:00.000,Standard Class,0.13
CA-2012-135853,2012-12-14 00:00:00.000,First Class,6.31
US-2012-138121,2012-12-17 00:00:00.000,Same Day,4.82
CA-2012-153717,2013-01-01 00:00:00.000,Standard Class,0.28
CA-2012-153717,2013-01-01 00:00:00.000,Standard Class,1.06
CA-2012-139780,2013-01-02 00:00:00.000,Second Class,12.75
US-2013-140172,2013-03-14 00:00:00.000,Standard Class,1.53
CA-2013-128517,2013-04-15 00:00:00.000,Second Class,0.39
CA-2013-122903,2013-05-30 00:00:00.000,Second Class,33.73
CA-2013-122903,2013-05-30 00:00:00.000,Second Class,36.06
CA-2013-118101,2013-06-27 00:00:00.000,Same Day,0.49
CA-2013-118101,2013-06-27 00:00:00.000,Same Day,59.88
CA-2013-118101,2013-06-27 00:00:00.000,Same Day,20.34
US-2013-111290,2013-07-27 00:00:00.000,Standard Class,1.5
US-2013-111290,2013-07-27 00:00:00.000,Standard Class,2.66
US-2013-111290,2013-07-27 00:00:00.000,Standard Class,5.16
CA-2013-143924,2013-08-04 00:00:00.000,Standard Class,0.98
CA-2013-143924,2013-08-04 00:00:00.000,Standard Class,13.29
CA-2013-114601,2013-09-03 00:00:00.000,Standard Class,0.26
CA-2013-114601,2013-09-03 00:00:00.000,Standard Class,0.53
CA-2013-116526,2013-09-06 00:00:00.000,Standard Class,0.77
CA-2013-116526,2013-09-06 00:00:00.000,Standard Class,1.82
CA-2013-116526,2013-09-06 00:00:00.000,Standard Class,2.24
CA-2013-116526,2013-09-06 00:00:00.000,Standard Class,2.09
CA-2013-115756,2013-09-08 00:00:00.000,Second Class,1.33
CA-2013-115756,2013-09-08 00:00:00.000,Second Class,6.61
CA-2013-115756,2013-09-08 00:00:00.000,Second Class,8.18
CA-2013-115756,2013-09-08 00:00:00.000,Second Class,12.31
CA-2013-152457,2013-09-19 00:00:00.000,Standard Class,2.9
CA-2013-126284,2013-09-25 00:00:00.000,Standard Class,9.87
US-2013-157728,2013-09-29 00:00:00.000,Standard Class,3.52
CA-2013-160220,2013-10-27 00:00:00.000,Standard Class,1.22
CA-2013-167290,2013-11-05 00:00:00.000,Standard Class,0.47
CA-2013-131576,2013-11-27 00:00:00.000,Standard Class,3.98
CA-2013-169838,2013-11-30 00:00:00.000,Standard Class,1.57
CA-2013-156748,2013-12-07 00:00:00.000,Standard Class,1.09
CA-2013-156748,2013-12-07 00:00:00.000,Standard Class,1.22
CA-2013-156748,2013-12-07 00:00:00.000,Standard Class,51.19
CA-2013-139395,2013-12-19 00:00:00.000,Standard Class,0.31
CA-2013-139395,2013-12-19 00:00:00.000,Standard Class,0.97
CA-2013-142335,2013-12-20 00:00:00.000,Standard Class,22.56
CA-2013-117121,2013-12-22 00:00:00.000,Standard Class,498.7
CA-2013-157868,2013-12-30 00:00:00.000,Standard Class,1.37
CA-2014-138289,2014-01-19 00:00:00.000,Second Class,567.95
CA-2014-138289,2014-01-19 00:00:00.000,Second Class,2.82
CA-2014-127026,2014-01-28 00:00:00.000,Standard Class,1.08
CA-2014-127026,2014-01-28 00:00:00.000,Standard Class,6.39
CA-2014-147291,2014-03-18 00:00:00.000,Standard Class,127.4
CA-2014-112900,2014-04-13 00:00:00.000,Second Class,158.68
CA-2014-119655,2014-04-25 00:00:00.000,Standard Class,3.2
CA-2014-119655,2014-04-25 00:00:00.000,Standard Class,5.61
CA-2014-149468,2014-05-21 00:00:00.000,Same Day,6.98
CA-2014-133256,2014-06-28 00:00:00.000,First Class,1.23
CA-2014-133256,2014-06-28 00:00:00.000,First Class,0.86
CA-2014-132584,2014-08-28 00:00:00.000,First Class,6.31
CA-2014-137596,2014-09-08 00:00:00.000,Standard Class,22.63
US-2014-159562,2014-09-16 00:00:00.000,Standard Class,0.77
CA-2014-114440,2014-09-18 00:00:00.000,Second Class,1.78
CA-2014-167381,2014-09-25 00:00:00.000,Second Class,7.1
CA-2014-126074,2014-10-07 00:00:00.000,Standard Class,6.44
CA-2014-126074,2014-10-07 00:00:00.000,Standard Class,0.23
CA-2014-126074,2014-10-07 00:00:00.000,Standard Class,7.36
CA-2014-152709,2014-10-13 00:00:00.000,Standard Class,5.42
CA-2014-157483,2014-11-19 00:00:00.000,Standard Class,26.19
CA-2014-167017,2014-11-26 00:00:00.000,First Class,0.97
CA-2014-149160,2014-11-27 00:00:00.000,Second Class,26.34
CA-2014-129000,2014-11-28 00:00:00.000,Second Class,59.63
CA-2014-135860,2014-12-08 00:00:00.000,Standard Class,1.37
CA-2014-135860,2014-12-08 00:00:00.000,Standard Class,1.98
CA-2014-135860,2014-12-08 00:00:00.000,Standard Class,4.6
CA-2014-135860,2014-12-08 00:00:00.000,Standard Class,4.0
CA-2014-109960,2014-12-12 00:00:00.000,Second Class,2.07
CA-2014-109960,2014-12-12 00:00:00.000,Second Class,2.45
CA-2014-109960,2014-12-12 00:00:00.000,Second Class,1.13
CA-2014-139199,2014-12-14 00:00:00.000,Standard Class,1.22
CA-2014-139199,2014-12-14 00:00:00.000,Standard Class,1.23
CA-2014-102659,2014-12-16 00:00:00.000,Standard Class,1.95
CA-2014-158673,2015-01-05 00:00:00.000,Standard Class,18.36
ES-2011-3848439,2011-01-07 00:00:00.000,First Class,15.27
ES-2011-3848439,2011-01-07 00:00:00.000,First Class,20.64
ES-2011-5522951,2011-03-20 00:00:00.000,First Class,7.06
ES-2011-5504927,2011-03-27 00:00:00.000,First Class,95.81
ES-2011-5504927,2011-03-27 00:00:00.000,First Class,48.16
ES-2011-5268439,2011-05-01 00:00:00.000,Second Class,65.18
ES-2011-2210233,2011-05-18 00:00:00.000,Same Day,20.78
ES-2011-2210233,2011-05-18 00:00:00.000,Same Day,26.81
ES-2011-4517621,2011-05-21 00:00:00.000,Second Class,11.29
ES-2011-1846006,2011-09-15 00:00:00.000,First Class,116.77
IT-2011-4771701,2011-09-23 00:00:00.000,Second Class,5.06
ES-2011-1228490,2011-10-28 00:00:00.000,Second Class,19.1
ES-2011-5898391,2011-12-10 00:00:00.000,First Class,5.01
ES-2011-5898391,2011-12-10 00:00:00.000,First Class,19.08
ES-2011-5898391,2011-12-10 00:00:00.000,First Class,15.7
ES-2012-4984653,2012-01-05 00:00:00.000,Same Day,5.64
ES-2012-4014694,2012-02-04 00:00:00.000,Second Class,43.8
ES-2012-4007496,2012-04-01 00:00:00.000,Second Class,4.91
IT-2012-2848370,2012-04-15 00:00:00.000,Second Class,37.55
ES-2012-3791638,2012-06-19 00:00:00.000,Second Class,6.61
ES-2012-3791638,2012-06-19 00:00:00.000,Second Class,6.12
ES-2012-3791638,2012-06-19 00:00:00.000,Second Class,14.43
ES-2012-2431083,2012-08-17 00:00:00.000,First Class,13.74
ES-2012-4959766,2012-08-26 00:00:00.000,Second Class,16.18
ES-2012-2506839,2012-09-11 00:00:00.000,First Class,18.22
ES-2012-2506839,2012-09-11 00:00:00.000,First Class,3.62
ES-2012-2506839,2012-09-11 00:00:00.000,First Class,12.78
IT-2012-1609351,2012-09-17 00:00:00.000,Same Day,22.68
ES-2012-3798841,2012-10-06 00:00:00.000,Second Class,21.85
ES-2012-3876322,2012-11-16 00:00:00.000,Same Day,5.73
ES-2012-1335715,2012-11-18 00:00:00.000,Second Class,15.54
ES-2012-1335715,2012-11-18 00:00:00.000,Second Class,4.18
ES-2012-2926191,2012-12-11 00:00:00.000,Second Class,51.97
ES-2012-4329367,2012-12-16 00:00:00.000,Second Class,8.38
ES-2012-1705014,2012-12-17 00:00:00.000,Second Class,20.22
ES-2012-5206109,2013-01-05 00:00:00.000,Second Class,15.06
ES-2012-5206109,2013-01-05 00:00:00.000,Second Class,18.89
ES-2013-4494295,2013-01-05 00:00:00.000,First Class,2.78
ES-2013-4241023,2013-02-03 00:00:00.000,Same Day,15.63
ES-2013-1162185,2013-04-20 00:00:00.000,Same Day,32.78
ES-2013-2121455,2013-05-13 00:00:00.000,First Class,7.24
ES-2013-1183139,2013-07-10 00:00:00.000,Second Class,111.82
ES-2013-5239932,2013-08-08 00:00:00.000,First Class,7.02
ES-2013-3508441,2013-08-11 00:00:00.000,Second Class,5.4
ES-2013-1486678,2013-08-12 00:00:00.000,Second Class,8.03
ES-2013-2003988,2013-09-08 00:00:00.000,Second Class,5.02
ES-2013-2003988,2013-09-08 00:00:00.000,Second Class,2.81
ES-2013-2309313,2013-09-11 00:00:00.000,Second Class,16.96
ES-2013-4100927,2013-09-22 00:00:00.000,Second Class,10.65
ES-2013-4670822,2013-11-24 00:00:00.000,First Class,52.68
ES-2013-3467296,2013-12-02 00:00:00.000,Same Day,10.62
ES-2013-3467296,2013-12-02 00:00:00.000,Same Day,41.58
ES-2013-3467296,2013-12-02 00:00:00.000,Same Day,48.65
ES-2013-3467296,2013-12-02 00:00:00.000,Same Day,33.73
ES-2013-4117792,2013-12-10 00:00:00.000,First Class,22.4
ES-2013-4649089,2013-12-21 00:00:00.000,Second Class,0.77
ES-2013-3291561,2013-12-24 00:00:00.000,Second Class,7.07
ES-2013-3949502,2013-12-26 00:00:00.000,Second Class,18.39
ES-2013-3949502,2013-12-26 00:00:00.000,Second Class,2.31
ES-2014-3085420,2014-01-10 00:00:00.000,Second Class,27.51
ES-2014-4245910,2014-02-08 00:00:00.000,First Class,2.15
ES-2014-4613373,2014-03-24 00:00:00.000,Second Class,13.77
IT-2014-1950119,2014-03-30 00:00:00.000,Second Class,12.58
ES-2014-4710352,2014-04-30 00:00:00.000,Second Class,10.82
ES-2014-2013796,2014-05-03 00:00:00.000,Second Class,2.43
ES-2014-4856325,2014-05-19 00:00:00.000,First Class,26.2
ES-2014-2598901,2014-05-31 00:00:00.000,Second Class,30.87
ES-2014-4794612,2014-06-26 00:00:00.000,Second Class,19.68
ES-2014-3078855,2014-06-28 00:00:00.000,Second Class,22.81
ES-2014-3936194,2014-07-17 00:00:00.000,First Class,19.28
ES-2014-5247585,2014-08-14 00:00:00.000,Second Class,23.23
ES-2014-5247585,2014-08-14 00:00:00.000,Second Class,3.63
ES-2014-5247585,2014-08-14 00:00:00.000,Second Class,11.5
ES-2014-1331794,2014-08-23 00:00:00.000,Second Class,1.05
ES-2014-1331794,2014-08-23 00:00:00.000,Second Class,9.12
ES-2014-5335914,2014-08-21 00:00:00.000,First Class,9.49
ES-2014-5335914,2014-08-21 00:00:00.000,First Class,5.32
ES-2014-5335914,2014-08-21 00:00:00.000,First Class,7.87
ES-2014-5335914,2014-08-21 00:00:00.000,First Class,13.41
ES-2014-2214786,2014-08-22 00:00:00.000,First Class,74.96
ES-2014-1928209,2014-09-01 00:00:00.000,Second Class,7.68
ES-2014-1913133,2014-09-21 00:00:00.000,Second Class,11.55
ES-2014-4309042,2014-10-12 00:00:00.000,First Class,17.83
ES-2014-3977451,2014-12-09 00:00:00.000,First Class,22.91
ES-2014-1158805,2014-12-12 00:00:00.000,Second Class,29.06
ES-2014-1158805,2014-12-12 00:00:00.000,Second Class,46.71
ES-2014-3019536,2014-12-21 00:00:00.000,First Class,7.64
ES-2011-1416586,2011-03-04 00:00:00.000,Second Class,3.35
MX-2011-164917,2011-04-19 00:00:00.000,Same Day,4.856
ES-2011-5532122,2011-08-03 00:00:00.000,Second Class,11.28
MX-2011-137120,2011-08-06 00:00:00.000,Second Class,5.213
MX-2011-137120,2011-08-06 00:00:00.000,Second Class,8.751
ES-2011-2720769,2011-08-14 00:00:00.000,Second Class,26.87
ES-2011-2677554,2011-09-30 00:00:00.000,Same Day,27.19
ES-2011-2677554,2011-09-30 00:00:00.000,Same Day,19.62
MX-2011-125843,2011-10-14 00:00:00.000,First Class,30.806
MX-2011-125843,2011-10-14 00:00:00.000,First Class,10.59
MX-2011-143168,2011-12-24 00:00:00.000,Second Class,3.03
MX-2011-143168,2011-12-24 00:00:00.000,Second Class,15.974
ES-2011-2272875,2011-12-30 00:00:00.000,First Class,6.77
ES-2011-2272875,2011-12-30 00:00:00.000,First Class,5.73
ES-2011-2272875,2011-12-30 00:00:00.000,First Class,12.63
ES-2011-2272875,2011-12-30 00:00:00.000,First Class,0.38
MX-2012-131058,2012-03-18 00:00:00.000,Second Class,9.464
ES-2012-1363320,2012-04-05 00:00:00.000,First Class,16.76
MX-2012-113817,2012-04-07 00:00:00.000,First Class,9.294
MX-2012-103618,2012-04-21 00:00:00.000,Second Class,3.491
MX-2012-169600,2012-05-25 00:00:00.000,First Class,10.985
MX-2012-100370,2012-08-26 00:00:00.000,First Class,24.888
MX-2012-100370,2012-08-26 00:00:00.000,First Class,2.801
ES-2012-5776825,2012-09-13 00:00:00.000,Second Class,16.46
ES-2012-5776825,2012-09-13 00:00:00.000,Second Class,1.47
MX-2012-122329,2012-09-28 00:00:00.000,Second Class,9.462
ES-2012-2088434,2012-10-22 00:00:00.000,Second Class,1.53
ES-2012-5259635,2012-12-08 00:00:00.000,Second Class,14.51
MX-2013-149510,2013-01-31 00:00:00.000,First Class,3.179
ES-2013-3098610,2013-02-22 00:00:00.000,First Class,14.92
ES-2013-4495074,2013-03-10 00:00:00.000,Second Class,5.29
ES-2013-4495074,2013-03-10 00:00:00.000,Second Class,3.66
ES-2013-2195633,2013-04-01 00:00:00.000,First Class,2.52
MX-2013-153150,2013-04-12 00:00:00.000,Second Class,6.402
MX-2013-153150,2013-04-12 00:00:00.000,Second Class,13.478
ES-2013-1268416,2013-04-23 00:00:00.000,First Class,18.51
ES-2013-3149063,2013-06-02 00:00:00.000,First Class,22.07
ES-2013-3149063,2013-06-02 00:00:00.000,First Class,44.17
ES-2013-2235456,2013-06-06 00:00:00.000,Second Class,31.3
MX-2013-123015,2013-06-05 00:00:00.000,Same Day,10.649
ES-2013-2483088,2013-06-20 00:00:00.000,Second Class,18.75
ES-2013-1950200,2013-06-25 00:00:00.000,Same Day,5.26
ES-2013-1950200,2013-06-25 00:00:00.000,Same Day,9.37
IT-2013-3447288,2013-07-14 00:00:00.000,Second Class,3.23
ES-2013-2371724,2013-08-27 00:00:00.000,Second Class,19.85
IT-2013-5108540,2013-08-30 00:00:00.000,First Class,13.7
MX-2013-161109,2013-09-09 00:00:00.000,First Class,7.758
ES-2013-1211534,2013-09-20 00:00:00.000,First Class,3.09
ES-2013-1211534,2013-09-20 00:00:00.000,First Class,6.47
MX-2013-137456,2013-09-30 00:00:00.000,Second Class,2.69
MX-2013-148341,2013-10-10 00:00:00.000,Same Day,3.059
MX-2013-143931,2013-10-20 00:00:00.000,First Class,4.031
MX-2013-145744,2013-11-01 00:00:00.000,First Class,27.738
IT-2013-3098328,2013-11-15 00:00:00.000,First Class,29.66
MX-2013-102470,2013-11-23 00:00:00.000,First Class,10.801
ES-2013-5237504,2013-12-06 00:00:00.000,Same Day,46.98
MX-2013-133270,2013-12-08 00:00:00.000,First Class,20.098
MX-2013-133270,2013-12-08 00:00:00.000,First Class,5.356
MX-2013-133270,2013-12-08 00:00:00.000,First Class,10.819
MX-2013-120327,2013-12-26 00:00:00.000,First Class,10.147
MX-2014-166688,2014-01-28 00:00:00.000,Second Class,1.885
ES-2014-3898009,2014-01-27 00:00:00.000,First Class,169.71
MX-2014-109757,2014-03-02 00:00:00.000,First Class,9.425
ES-2014-3421274,2014-03-12 00:00:00.000,Second Class,7.32
IT-2014-4642454,2014-03-21 00:00:00.000,Second Class,5.03
ES-2014-4673578,2014-05-09 00:00:00.000,Second Class,11.94
ES-2014-4673578,2014-05-09 00:00:00.000,Second Class,9.57
ES-2014-4673578,2014-05-09 00:00:00.000,Second Class,8.86
MX-2014-130470,2014-05-18 00:00:00.000,Second Class,6.67
MX-2014-130470,2014-05-18 00:00:00.000,Second Class,7.049
MX-2014-122427,2014-05-22 00:00:00.000,First Class,46.525
MX-2014-108469,2014-05-29 00:00:00.000,First Class,0.774
ES-2014-1194421,2014-06-05 00:00:00.000,First Class,15.2
MX-2014-130120,2014-06-28 00:00:00.000,First Class,3.277
MX-2014-140613,2014-07-14 00:00:00.000,Second Class,5.587
MX-2014-140613,2014-07-14 00:00:00.000,Second Class,7.166
ES-2014-1359331,2014-07-20 00:00:00.000,Second Class,7.33
ES-2014-1359331,2014-07-20 00:00:00.000,Second Class,65.12
MX-2014-165568,2014-07-28 00:00:00.000,Second Class,0.526
MX-2014-165771,2014-07-27 00:00:00.000,First Class,21.994
ES-2014-5117456,2014-07-28 00:00:00.000,Second Class,1.04
MX-2014-102043,2014-08-05 00:00:00.000,First Class,3.994
ES-2014-5621218,2014-08-18 00:00:00.000,First Class,0.88
ES-2014-5621218,2014-08-18 00:00:00.000,First Class,54.61
MX-2014-157637,2014-09-12 00:00:00.000,First Class,0.195
ES-2014-5625908,2014-09-12 00:00:00.000,Same Day,10.09
ES-2014-5625908,2014-09-12 00:00:00.000,Same Day,23.24
ES-2014-5625908,2014-09-12 00:00:00.000,Same Day,11.58
MX-2014-115707,2014-09-29 00:00:00.000,Second Class,1.116
MX-2014-149951,2014-10-04 00:00:00.000,Second Class,32.122
MX-2014-134733,2014-10-27 00:00:00.000,Second Class,21.689
MX-2014-164112,2014-10-30 00:00:00.000,First Class,8.475
MX-2014-164112,2014-10-30 00:00:00.000,First Class,15.738
ES-2014-4325220,2014-11-10 00:00:00.000,First Class,11.32
ES-2014-4039189,2014-11-11 00:00:00.000,Second Class,15.58
ES-2014-2544561,2014-11-21 00:00:00.000,Second Class,74.26
ES-2014-2544561,2014-11-21 00:00:00.000,Second Class,1.32
MX-2014-144029,2014-12-06 00:00:00.000,First Class,26.109
MX-2014-135790,2014-12-28 00:00:00.000,Second Class,5.982
MX-2014-141712,2014-12-31 00:00:00.000,Same Day,43.347
ES-2011-3666932,2011-01-20 00:00:00.000,First Class,58.25
SF-2011-2290,2011-01-26 00:00:00.000,First Class,6.53
IN-2011-31496,2011-01-28 00:00:00.000,Second Class,13.82
IN-2011-22662,2011-02-16 00:00:00.000,Second Class,6.7
SF-2011-6380,2011-02-16 00:00:00.000,First Class,422.25
CG-2011-6540,2011-02-27 00:00:00.000,Second Class,18.74
MX-2011-143336,2011-03-22 00:00:00.000,First Class,16.104
ES-2011-5879155,2011-03-27 00:00:00.000,First Class,59.36
IT-2011-3316894,2011-04-08 00:00:00.000,First Class,9.07
ES-2011-4864498,2011-04-16 00:00:00.000,Second Class,3.19
ES-2011-4864498,2011-04-16 00:00:00.000,Second Class,12.16
RS-2011-8340,2011-04-13 00:00:00.000,Same Day,5.93
RS-2011-8340,2011-04-13 00:00:00.000,Same Day,10.81
IN-2011-74490,2011-04-17 00:00:00.000,First Class,4.2
IN-2011-74490,2011-04-17 00:00:00.000,First Class,10.67
IN-2011-74490,2011-04-17 00:00:00.000,First Class,36.53
NG-2011-9540,2011-04-28 00:00:00.000,First Class,47.29
QA-2011-3520,2011-05-08 00:00:00.000,First Class,34.36
IN-2011-86782,2011-06-03 00:00:00.000,First Class,4.52
MX-2011-105494,2011-06-01 00:00:00.000,Same Day,27.405
IN-2011-50585,2011-06-05 00:00:00.000,Second Class,7.85
MX-2011-157049,2011-06-13 00:00:00.000,Same Day,81.046
IN-2011-46581,2011-07-02 00:00:00.000,Second Class,25.0
IN-2011-76163,2011-07-03 00:00:00.000,Second Class,14.11
IN-2011-76163,2011-07-03 00:00:00.000,Second Class,13.63
IN-2011-76163,2011-07-03 00:00:00.000,Second Class,35.37
IN-2011-44369,2011-07-23 00:00:00.000,First Class,8.95
IN-2011-44369,2011-07-23 00:00:00.000,First Class,25.28
ES-2011-1656997,2011-07-24 00:00:00.000,Second Class,0.82
IN-2011-73244,2011-08-01 00:00:00.000,First Class,16.64
PL-2011-1120,2011-08-13 00:00:00.000,First Class,12.36
IN-2011-22585,2011-08-23 00:00:00.000,Second Class,11.09
IN-2011-77479,2011-08-27 00:00:00.000,Second Class,5.32
MX-2011-154536,2011-09-01 00:00:00.000,Second Class,11.073
MA-2011-4210,2011-09-07 00:00:00.000,Second Class,8.87
IZ-2011-5300,2011-09-13 00:00:00.000,Second Class,34.03
IZ-2011-5300,2011-09-13 00:00:00.000,Second Class,21.97
IZ-2011-5300,2011-09-13 00:00:00.000,Second Class,20.32
MX-2011-120397,2011-09-17 00:00:00.000,Second Class,2.136
MX-2011-102127,2011-09-24 00:00:00.000,Second Class,26.095
MX-2011-162488,2011-09-23 00:00:00.000,Same Day,54.343
MX-2011-162488,2011-09-23 00:00:00.000,Same Day,6.83
MX-2011-100587,2011-10-01 00:00:00.000,Second Class,2.879
MX-2011-100587,2011-10-01 00:00:00.000,Second Class,1.216
MX-2011-100587,2011-10-01 00:00:00.000,Second Class,5.284
MX-2011-128104,2011-09-30 00:00:00.000,Second Class,2.411
MX-2011-128104,2011-09-30 00:00:00.000,Second Class,4.372
ES-2011-4366058,2011-09-30 00:00:00.000,Second Class,10.72
ES-2011-1941756,2011-10-12 00:00:00.000,Same Day,7.17
MX-2011-152401,2011-10-13 00:00:00.000,First Class,5.127
MX-2011-152401,2011-10-13 00:00:00.000,First Class,13.211
IN-2011-15165,2011-10-19 00:00:00.000,Second Class,25.34
SA-2011-1130,2011-11-02 00:00:00.000,First Class,67.09
SA-2011-1130,2011-11-02 00:00:00.000,First Class,2.91
EG-2011-4410,2011-11-24 00:00:00.000,First Class,5.48
MX-2011-135573,2011-11-26 00:00:00.000,Second Class,4.638
MX-2011-135573,2011-11-26 00:00:00.000,Second Class,59.673
ES-2011-4753806,2011-12-20 00:00:00.000,Second Class,12.23
ES-2011-4753806,2011-12-20 00:00:00.000,Second Class,20.52
ES-2011-4753806,2011-12-20 00:00:00.000,Second Class,33.59
IR-2011-2130,2011-12-26 00:00:00.000,Second Class,23.88
IN-2011-50445,2011-12-28 00:00:00.000,First Class,28.58
UP-2011-3180,2011-12-29 00:00:00.000,Second Class,8.25
ES-2011-5338028,2012-01-01 00:00:00.000,Second Class,37.77
ES-2011-5338028,2012-01-01 00:00:00.000,Second Class,15.3
ES-2011-5338028,2012-01-01 00:00:00.000,Second Class,12.1
ES-2011-2371090,2012-01-01 00:00:00.000,First Class,6.39
IN-2012-54722,2012-01-10 00:00:00.000,Second Class,35.33
EG-2012-1430,2012-01-14 00:00:00.000,First Class,0.6
IN-2012-54358,2012-01-23 00:00:00.000,Second Class,4.34
IN-2012-54358,2012-01-23 00:00:00.000,Second Class,17.57
IN-2012-33218,2012-03-04 00:00:00.000,Second Class,6.72
MX-2012-126928,2012-03-15 00:00:00.000,Second Class,9.692
MX-2012-126928,2012-03-15 00:00:00.000,Second Class,2.656
IN-2012-77822,2012-03-22 00:00:00.000,Second Class,4.16
IN-2012-53042,2012-04-16 00:00:00.000,Second Class,13.28
MX-2012-150133,2012-04-19 00:00:00.000,First Class,19.627
IN-2012-44278,2012-05-06 00:00:00.000,Second Class,8.79
MO-2012-2550,2012-05-19 00:00:00.000,Second Class,18.55
IN-2012-86635,2012-05-17 00:00:00.000,Second Class,5.78
IN-2012-24230,2012-05-18 00:00:00.000,Second Class,5.34
ES-2012-5681163,2012-05-18 00:00:00.000,First Class,23.55
ES-2012-5681163,2012-05-18 00:00:00.000,First Class,8.59
IN-2012-33288,2012-05-25 00:00:00.000,Second Class,2.28
IN-2012-33288,2012-05-25 00:00:00.000,Second Class,29.12
IN-2012-31461,2012-05-25 00:00:00.000,First Class,7.27
IN-2012-74364,2012-05-31 00:00:00.000,First Class,10.04
CM-2012-5000,2012-05-31 00:00:00.000,First Class,5.82
IN-2012-78886,2012-06-04 00:00:00.000,Second Class,10.05
IN-2012-78886,2012-06-04 00:00:00.000,Second Class,14.74
EG-2012-730,2012-06-22 00:00:00.000,First Class,15.46
MX-2012-161998,2012-06-23 00:00:00.000,First Class,3.061
IN-2012-60287,2012-07-07 00:00:00.000,Second Class,4.67
MX-2012-123561,2012-07-07 00:00:00.000,Second Class,3.673
MX-2012-123561,2012-07-07 00:00:00.000,Second Class,10.294
MX-2012-133375,2012-07-11 00:00:00.000,Same Day,79.432
MX-2012-133375,2012-07-11 00:00:00.000,Same Day,75.07
ES-2012-5053715,2012-07-15 00:00:00.000,Second Class,20.1
ES-2012-5053715,2012-07-15 00:00:00.000,Second Class,5.91
ES-2012-5053715,2012-07-15 00:00:00.000,Second Class,1.33
ES-2012-5053715,2012-07-15 00:00:00.000,Second Class,2.63
MX-2012-154970,2012-07-15 00:00:00.000,First Class,43.4
MX-2012-149139,2012-07-21 00:00:00.000,First Class,23.059
ES-2012-2890249,2012-08-05 00:00:00.000,Second Class,9.34
GH-2012-2460,2012-08-22 00:00:00.000,Second Class,21.03
ES-2012-1216394,2012-08-30 00:00:00.000,Same Day,1.02
IN-2012-64872,2012-09-03 00:00:00.000,Same Day,54.18
MX-2012-124611,2012-09-06 00:00:00.000,Second Class,0.41
MX-2012-124611,2012-09-06 00:00:00.000,Second Class,7.945
MX-2012-100034,2012-09-07 00:00:00.000,Second Class,8.543
MX-2012-145940,2012-09-11 00:00:00.000,Second Class,8.859
MX-2012-145940,2012-09-11 00:00:00.000,Second Class,5.094
IN-2012-63255,2012-09-12 00:00:00.000,Second Class,10.95
IN-2012-13919,2012-09-12 00:00:00.000,Second Class,25.86
